Description,Name
Certificate of at least one but less than two academic years in Engineering Technologies And Engineering-Related Fields.,program.certificate_lt_2_yr.engineering_technology
Associate degree in Engineering Technologies And Engineering-Related Fields.,program.assoc.engineering_technology
Award of at least two but less than four academic years in Engineering Technologies And Engineering-Related Fields.,program.certificate_lt_4_yr.engineering_technology
Bachelor's degree in Engineering Technologies And Engineering-Related Fields.,program.bachelors.engineering_technology
"Certificate of less than one academic year in Foreign Languages, Literatures, And Linguistics.",program.certificate_lt_1_yr.language
"Certificate of at least one but less than two academic years in Foreign Languages, Literatures, And Linguistics.",program.certificate_lt_2_yr.language
"Associate degree in Foreign Languages, Literatures, And Linguistics.",program.assoc.language
"Award of at least two but less than four academic years in Foreign Languages, Literatures, And Linguistics.",program.certificate_lt_4_yr.language
"Bachelor's degree in Foreign Languages, Literatures, And Linguistics.",program.bachelors.language
Certificate of less than one academic year in Family And Consumer Sciences/Human Sciences.,program.certificate_lt_1_yr.family_consumer_science
Certificate of at least one but less than two academic years in Family And Consumer Sciences/Human Sciences.,program.certificate_lt_2_yr.family_consumer_science
Associate degree in Family And Consumer Sciences/Human Sciences.,program.assoc.family_consumer_science
Award of at least two but less than four academic years in Family And Consumer Sciences/Human Sciences.,program.certificate_lt_4_yr.family_consumer_science
Bachelor's degree in Family And Consumer Sciences/Human Sciences.,program.bachelors.family_consumer_science
Certificate of less than one academic year in Legal Professions And Studies.,program.certificate_lt_1_yr.legal
Certificate of at least one but less than two academic years in Legal Professions And Studies.,program.certificate_lt_2_yr.legal
Associate degree in Legal Professions And Studies.,program.assoc.legal
Award of at least two but less than four academic years in Legal Professions And Studies.,program.certificate_lt_4_yr.legal
Bachelor's degree in Legal Professions And Studies.,program.bachelors.legal
Certificate of less than one academic year in English Language And Literature/Letters.,program.certificate_lt_1_yr.english
Certificate of at least one but less than two academic years in English Language And Literature/Letters.,program.certificate_lt_2_yr.english
Associate degree in English Language And Literature/Letters.,program.assoc.english
Award of at least two but less than four academic years in English Language And Literature/Letters.,program.certificate_lt_4_yr.english
Bachelor's degree in English Language And Literature/Letters.,program.bachelors.english
"Certificate of less than one academic year in Liberal Arts And Sciences, General Studies And Humanities.",program.certificate_lt_1_yr.humanities
"Certificate of at least one but less than two academic years in Liberal Arts And Sciences, General Studies And Humanities.",program.certificate_lt_2_yr.humanities
"Associate degree in Liberal Arts And Sciences, General Studies And Humanities.",program.assoc.humanities
"Award of at least two but less than four academic years in Liberal Arts And Sciences, General Studies And Humanities.",program.certificate_lt_4_yr.humanities
"Bachelor's degree in Liberal Arts And Sciences, General Studies And Humanities.",program.bachelors.humanities
Certificate of less than one academic year in Library Science.,program.certificate_lt_1_yr.library
Certificate of at least one but less than two academic years in Library Science.,program.certificate_lt_2_yr.library
Associate degree in Library Science.,program.assoc.library
Award of at least two but less than four academic years in Library Science.,program.certificate_lt_4_yr.library
Bachelor's degree in Library Science.,program.bachelors.library
Certificate of less than one academic year in Biological And Biomedical Sciences.,program.certificate_lt_1_yr.biological
Certificate of at least one but less than two academic years in Biological And Biomedical Sciences.,program.certificate_lt_2_yr.biological
Associate degree in Biological And Biomedical Sciences.,program.assoc.biological
Award of at least two but less than four academic years in Biological And Biomedical Sciences.,program.certificate_lt_4_yr.biological
Bachelor's degree in Biological And Biomedical Sciences.,program.bachelors.biological
Certificate of less than one academic year in Mathematics And Statistics.,program.certificate_lt_1_yr.mathematics
Certificate of at least one but less than two academic years in Mathematics And Statistics.,program.certificate_lt_2_yr.mathematics
Associate degree in Mathematics And Statistics.,program.assoc.mathematics
Award of at least two but less than four academic years in Mathematics And Statistics.,program.certificate_lt_4_yr.mathematics
Bachelor's degree in Mathematics And Statistics.,program.bachelors.mathematics
Certificate of less than one academic year in Military Technologies And Applied Sciences.,program.certificate_lt_1_yr.military
Certificate of at least one but less than two academic years in Military Technologies And Applied Sciences.,program.certificate_lt_2_yr.military
Associate degree in Military Technologies And Applied Sciences.,program.assoc.military
Award of at least two but less than four academic years in Military Technologies And Applied Sciences.,program.certificate_lt_4_yr.military
Bachelor's degree in Military Technologies And Applied Sciences.,program.bachelors.military
Certificate of less than one academic year in Multi/Interdisciplinary Studies.,program.certificate_lt_1_yr.multidiscipline
Certificate of at least one but less than two academic years in Multi/Interdisciplinary Studies.,program.certificate_lt_2_yr.multidiscipline
Associate degree in Multi/Interdisciplinary Studies.,program.assoc.multidiscipline
Award of at least two but less than four academic years in Multi/Interdisciplinary Studies.,program.certificate_lt_4_yr.multidiscipline
Bachelor's degree in Multi/Interdisciplinary Studies.,program.bachelors.multidiscipline
"Certificate of less than one academic year in Parks, Recreation, Leisure, And Fitness Studies.",program.certificate_lt_1_yr.parks_recreation_fitness
"Certificate of at least one but less than two academic years in Parks, Recreation, Leisure, And Fitness Studies.",program.certificate_lt_2_yr.parks_recreation_fitness
"Associate degree in Parks, Recreation, Leisure, And Fitness Studies.",program.assoc.parks_recreation_fitness
"Award of at least two but less than four academic years in Parks, Recreation, Leisure, And Fitness Studies.",program.certificate_lt_4_yr.parks_recreation_fitness
"Bachelor's degree in Parks, Recreation, Leisure, And Fitness Studies.",program.bachelors.parks_recreation_fitness
Certificate of less than one academic year in Philosophy And Religious Studies.,program.certificate_lt_1_yr.philosophy_religious
Certificate of at least one but less than two academic years in Philosophy And Religious Studies.,program.certificate_lt_2_yr.philosophy_religious
Associate degree in Philosophy And Religious Studies.,program.assoc.philosophy_religious
Award of at least two but less than four academic years in Philosophy And Religious Studies.,program.certificate_lt_4_yr.philosophy_religious
Bachelor's degree in Philosophy And Religious Studies.,program.bachelors.philosophy_religious
Certificate of less than one academic year in Theology And Religious Vocations.,program.certificate_lt_1_yr.theology_religious_vocation
Certificate of at least one but less than two academic years in Theology And Religious Vocations.,program.certificate_lt_2_yr.theology_religious_vocation
Associate degree in Theology And Religious Vocations.,program.assoc.theology_religious_vocation
Award of at least two but less than four academic years in Theology And Religious Vocations.,program.certificate_lt_4_yr.theology_religious_vocation
Bachelor's degree in Theology And Religious Vocations.,program.bachelors.theology_religious_vocation
Certificate of less than one academic year in Physical Sciences.,program.certificate_lt_1_yr.physical_science
Certificate of at least one but less than two academic years in Physical Sciences.,program.certificate_lt_2_yr.physical_science
